Ulasan,Tanggal_Ulasan,Label,lokasi,tokens,normalisasi,stopword
lokasinya sendiri cukup menarik meskipun jalan masuk agak susah karena masih asli juga sangat berdebu dan petunjuk ke lokasi masih sederhana untuk pesepeda seperti saya gak usah parkir tapi bisa bawa masuk sepeda ke dalam,setahun lalu,Positif,bukit jaddih,"['lokasinya', 'sendiri', 'cukup', 'menarik', 'meskipun', 'jalan', 'masuk', 'agak', 'susah', 'karena', 'masih', 'asli', 'juga', 'sangat', 'berdebu', 'dan', 'petunjuk', 'ke', 'lokasi', 'masih', 'sederhana', 'untuk', 'pesepeda', 'seperti', 'saya', 'gak', 'usah', 'parkir', 'tapi', 'bisa', 'bawa', 'masuk', 'sepeda', 'ke', 'dalam']","['lokasinya', 'sendiri', 'cukup', 'menarik', 'meskipun', 'jalan', 'masuk', 'agak', 'susah', 'karena', 'masih', 'asli', 'juga', 'sangat', 'berdebu', 'dan', 'petunjuk', 'ke', 'lokasi', 'masih', 'sederhana', 'untuk', 'pesepeda', 'seperti', 'saya', 'tidak', 'perlu', 'parkir', 'tapi', 'bisa', 'bawa', 'masuk', 'sepeda', 'ke', 'dalam']","['lokasinya', 'sendiri', 'cukup', 'menarik', 'meskipun', 'jalan', 'masuk', 'agak', 'susah', 'karena', 'masih', 'asli', 'juga', 'sangat', 'berdebu', 'dan', 'petunjuk', 'ke', 'lokasi', 'masih', 'sederhana', 'untuk', 'pesepeda', 'seperti', 'saya', 'tidak', 'perlu', 'parkir', 'tapi', 'bisa', 'bawa', 'masuk', 'sepeda', 'ke', 'dalam']"
sayangnya untuk kebersihan kurang diperhatikan,3 tahun lalu,Positif,bukit jaddih,"['sayangnya', 'untuk', 'kebersihan', 'kurang', 'diperhatikan']","['sayangnya', 'untuk', 'kebersihan', 'kurang', 'diperhatikan']","['sayangnya', 'untuk', 'kebersihan', 'kurang', 'diperhatikan']"
wisata lokal yg indah pemanfaatan tambang batu kapur menjadi wisata ada goa buatan bisa lihat sunset di puncak tebing,4 tahun lalu,Negatif,bukit jaddih,"['wisata', 'lokal', 'yg', 'indah', 'pemanfaatan', 'tambang', 'batu', 'kapur', 'menjadi', 'wisata', 'ada', 'goa', 'buatan', 'bisa', 'lihat', 'sunset', 'di', 'puncak', 'tebing']","['wisata', 'lokal', 'yang', 'indah', 'pemanfaatan', 'tambang', 'batu', 'kapur', 'menjadi', 'wisata', 'ada', 'goa', 'buatan', 'bisa', 'lihat', 'sunset', 'di', 'puncak', 'tebing']","['wisata', 'lokal', 'yang', 'indah', 'pemanfaatan', 'tambang', 'batu', 'kapur', 'menjadi', 'wisata', 'ada', 'goa', 'buatan', 'bisa', 'lihat', 'sunset', 'di', 'puncak', 'tebing']"
aslinya ini kan tempat penambangan batu kapur tapi jadi tempat wisata karena lokasi bekas hasil penambangan nya jadi epic banyak spot foto yang bagus sih disini kalau mau eksplore madura coba juga buat wisata kesini,4 tahun lalu,Positif,bukit jaddih,"['aslinya', 'ini', 'kan', 'tempat', 'penambangan', 'batu', 'kapur', 'tapi', 'jadi', 'tempat', 'wisata', 'karena', 'lokasi', 'bekas', 'hasil', 'penambangan', 'nya', 'jadi', 'epic', 'banyak', 'spot', 'foto', 'yang', 'bagus', 'sih', 'disini', 'kalau', 'mau', 'eksplore', 'madura', 'coba', 'juga', 'buat', 'wisata', 'kesini']","['aslinya', 'ini', 'kan', 'tempat', 'penambangan', 'batu', 'kapur', 'tapi', 'jadi', 'tempat', 'wisata', 'karena', 'lokasi', 'bekas', 'hasil', 'penambangan', 'nya', 'jadi', 'epic', 'banyak', 'spot', 'foto', 'yang', 'bagus', 'sih', 'disini', 'kalau', 'mau', 'eksplore', 'madura', 'coba', 'juga', 'buat', 'wisata', 'kesini']","['aslinya', 'ini', 'kan', 'tempat', 'penambangan', 'batu', 'kapur', 'tapi', 'jadi', 'tempat', 'wisata', 'karena', 'lokasi', 'bekas', 'hasil', 'penambangan', 'nya', 'jadi', 'epic', 'banyak', 'spot', 'foto', 'yang', 'bagus', 'sih', 'disini', 'kalau', 'mau', 'eksplore', 'madura', 'coba', 'juga', 'buat', 'wisata', 'kesini']"
dulu ramaikini sepi krn pendemi,4 tahun lalu,Negatif,bukit jaddih,"['dulu', 'ramaikini', 'sepi', 'krn', 'pendemi']","['dulu', 'ramaikini', 'sepi', 'karena', 'pendemi']","['dulu', 'ramaikini', 'sepi', 'karena', 'pendemi']"
spot foto instgramable banget semua tempat bisa dijadiin spot foto ada bayar yg pertama waktu masuk awal kawasan perkendaraan beda yg kedua mau masuk danauyg cuma ada pas hujan bayarnya diitung perorangan kesana sore jadi gk panas,4 bulan lalu,Positif,bukit jaddih,"['spot', 'foto', 'instgramable', 'banget', 'semua', 'tempat', 'bisa', 'dijadiin', 'spot', 'foto', 'ada', 'bayar', 'yg', 'pertama', 'waktu', 'masuk', 'awal', 'kawasan', 'perkendaraan', 'beda', 'yg', 'kedua', 'mau', 'masuk', 'danauyg', 'cuma', 'ada', 'pas', 'hujan', 'bayarnya', 'diitung', 'perorangan', 'kesana', 'sore', 'jadi', 'gk', 'panas']","['spot', 'foto', 'instgramable', 'banget', 'semua', 'tempat', 'bisa', 'dijadiin', 'spot', 'foto', 'ada', 'bayar', 'yang', 'pertama', 'waktu', 'masuk', 'awal', 'kawasan', 'perkendaraan', 'beda', 'yang', 'kedua', 'mau', 'masuk', 'danauyg', 'cuma', 'ada', 'pas', 'hujan', 'bayarnya', 'diitung', 'perorangan', 'kesana', 'sore', 'jadi', 'tidak', 'panas']","['spot', 'foto', 'instgramable', 'banget', 'semua', 'tempat', 'bisa', 'dijadiin', 'spot', 'foto', 'ada', 'bayar', 'yang', 'pertama', 'waktu', 'masuk', 'awal', 'kawasan', 'perkendaraan', 'beda', 'yang', 'kedua', 'mau', 'masuk', 'danauyg', 'cuma', 'ada', 'pas', 'hujan', 'bayarnya', 'diitung', 'perorangan', 'kesana', 'sore', 'jadi', 'tidak', 'panas']"
jalan menuru lokasi tdk terlalu luas masuk desa saat kesana cuaca mendung jadi tdk panas,4 tahun lalu,Positif,bukit jaddih,"['jalan', 'menuru', 'lokasi', 'tdk', 'terlalu', 'luas', 'masuk', 'desa', 'saat', 'kesana', 'cuaca', 'mendung', 'jadi', 'tdk', 'panas']","['jalan', 'menuru', 'lokasi', 'tidak', 'terlalu', 'luas', 'masuk', 'desa', 'saat', 'kesana', 'cuaca', 'mendung', 'jadi', 'tidak', 'panas']","['jalan', 'menuru', 'lokasi', 'tidak', 'terlalu', 'luas', 'masuk', 'desa', 'saat', 'kesana', 'cuaca', 'mendung', 'jadi', 'tidak', 'panas']"
bukit kapur biasa tak ada yang spesial objek yg dijual hanya bekas gua dan lubang penambangan selebihnya tak ada yg bisa dinikmati lokasi lumayan jauh dan jalan kurang begitu baik retribusi masyarakat dimanamana menambah,2 tahun lalu,Negatif,bukit jaddih,"['bukit', 'kapur', 'biasa', 'tak', 'ada', 'yang', 'spesial', 'objek', 'yg', 'dijual', 'hanya', 'bekas', 'gua', 'dan', 'lubang', 'penambangan', 'selebihnya', 'tak', 'ada', 'yg', 'bisa', 'dinikmati', 'lokasi', 'lumayan', 'jauh', 'dan', 'jalan', 'kurang', 'begitu', 'baik', 'retribusi', 'masyarakat', 'dimanamana', 'menambah']","['bukit', 'kapur', 'biasa', 'tidak', 'ada', 'yang', 'spesial', 'objek', 'yang', 'dijual', 'hanya', 'bekas', 'saya', 'dan', 'lubang', 'penambangan', 'selebihnya', 'tidak', 'ada', 'yang', 'bisa', 'dinikmati', 'lokasi', 'lumayan', 'jauh', 'dan', 'jalan', 'kurang', 'begitu', 'baik', 'retribusi', 'masyarakat', 'dimanamana', 'menambah']","['bukit', 'kapur', 'biasa', 'tidak', 'ada', 'yang', 'spesial', 'objek', 'yang', 'dijual', 'hanya', 'bekas', 'saya', 'dan', 'lubang', 'penambangan', 'selebihnya', 'tidak', 'ada', 'yang', 'bisa', 'dinikmati', 'lokasi', 'lumayan', 'jauh', 'dan', 'jalan', 'kurang', 'begitu', 'baik', 'retribusi', 'masyarakat', 'dimanamana', 'menambah']"
tidak termanage dengan baik tiket masuk bayar fasilitas minim bagi penghobi selfi sangat bagus banyak sport foto,setahun lalu,Positif,bukit jaddih,"['tidak', 'termanage', 'dengan', 'baik', 'tiket', 'masuk', 'bayar', 'fasilitas', 'minim', 'bagi', 'penghobi', 'selfi', 'sangat', 'bagus', 'banyak', 'sport', 'foto']","['tidak', 'termanage', 'dengan', 'baik', 'tiket', 'masuk', 'bayar', 'fasilitas', 'minim', 'bagi', 'penghobi', 'selfi', 'sangat', 'bagus', 'banyak', 'sport', 'foto']","['tidak', 'termanage', 'dengan', 'baik', 'tiket', 'masuk', 'bayar', 'fasilitas', 'minim', 'bagi', 'penghobi', 'selfi', 'sangat', 'bagus', 'banyak', 'sport', 'foto']"
tempatnya panas dan jalan menuju tempat ini terbilang agak sulit untuk kendaraan mobil atau bis,4 tahun lalu,Negatif,bukit jaddih,"['tempatnya', 'panas', 'dan', 'jalan', 'menuju', 'tempat', 'ini', 'terbilang', 'agak', 'sulit', 'untuk', 'kendaraan', 'mobil', 'atau', 'bis']","['tempatnya', 'panas', 'dan', 'jalan', 'menuju', 'tempat', 'ini', 'terbilang', 'agak', 'sulit', 'untuk', 'kendaraan', 'mobil', 'atau', 'bis']","['tempatnya', 'panas', 'dan', 'jalan', 'menuju', 'tempat', 'ini', 'terbilang', 'agak', 'sulit', 'untuk', 'kendaraan', 'mobil', 'atau', 'bis']"
sempat ke goa pote aja bukit jaddihnya jarang yang kesana sekarang padahal dulu bagus,4 tahun lalu,Negatif,bukit jaddih,"['sempat', 'ke', 'goa', 'pote', 'aja', 'bukit', 'jaddihnya', 'jarang', 'yang', 'kesana', 'sekarang', 'padahal', 'dulu', 'bagus']","['sempat', 'ke', 'goa', 'pote', 'saja', 'bukit', 'jaddihnya', 'jarang', 'yang', 'kesana', 'sekarang', 'padahal', 'dulu', 'bagus']","['sempat', 'ke', 'goa', 'pote', 'saja', 'bukit', 'jaddihnya', 'jarang', 'yang', 'kesana', 'sekarang', 'padahal', 'dulu', 'bagus']"
ga dikelola secara khusus mungkin karna emang area pertambangan aktiv ya masih ada aktivitas bagus buat spot foto tapi air kolamnya ga selalu ada musim hujan aja ga tentu,4 bulan lalu,Positif,bukit jaddih,"['ga', 'dikelola', 'secara', 'khusus', 'mungkin', 'karna', 'emang', 'area', 'pertambangan', 'aktiv', 'ya', 'masih', 'ada', 'aktivitas', 'bagus', 'buat', 'spot', 'foto', 'tapi', 'air', 'kolamnya', 'ga', 'selalu', 'ada', 'musim', 'hujan', 'aja', 'ga', 'tentu']","['tidak', 'dikelola', 'secara', 'khusus', 'mungkin', 'karena', 'memang', 'area', 'pertambangan', 'aktiv', 'iya', 'masih', 'ada', 'aktivitas', 'bagus', 'buat', 'spot', 'foto', 'tapi', 'air', 'kolamnya', 'tidak', 'selalu', 'ada', 'musim', 'hujan', 'saja', 'tidak', 'tentu']","['tidak', 'dikelola', 'secara', 'khusus', 'mungkin', 'karena', 'memang', 'area', 'pertambangan', 'aktiv', 'iya', 'masih', 'ada', 'aktivitas', 'bagus', 'buat', 'spot', 'foto', 'tapi', 'air', 'kolamnya', 'tidak', 'selalu', 'ada', 'musim', 'hujan', 'saja', 'tidak', 'tentu']"
ada pos pembayaran yg paling depan pak ogah yg dekat warung itu yg resmi setelah itu parkir harus bayar per orang bukan per mobil semoga bukit jaddih bisa dikelola dengan baik agar lebih bagus terawat dan terbebas dari pungli pak ogah dan mak ogah,4 tahun lalu,Negatif,bukit jaddih,"['ada', 'pos', 'pembayaran', 'yg', 'paling', 'depan', 'pak', 'ogah', 'yg', 'dekat', 'warung', 'itu', 'yg', 'resmi', 'setelah', 'itu', 'parkir', 'harus', 'bayar', 'per', 'orang', 'bukan', 'per', 'mobil', 'semoga', 'bukit', 'jaddih', 'bisa', 'dikelola', 'dengan', 'baik', 'agar', 'lebih', 'bagus', 'terawat', 'dan', 'terbebas', 'dari', 'pungli', 'pak', 'ogah', 'dan', 'mak', 'ogah']","['ada', 'pos', 'pembayaran', 'yang', 'paling', 'depan', 'pak', 'tidak mau', 'yang', 'dekat', 'warung', 'itu', 'yang', 'resmi', 'setelah', 'itu', 'parkir', 'harus', 'bayar', 'per', 'orang', 'bukan', 'per', 'mobil', 'semoga', 'bukit', 'jaddih', 'bisa', 'dikelola', 'dengan', 'baik', 'agar', 'lebih', 'bagus', 'terawat', 'dan', 'terbebas', 'dari', 'pungli', 'pak', 'tidak mau', 'dan', 'ibu', 'tidak mau']","['ada', 'pos', 'pembayaran', 'yang', 'paling', 'depan', 'pak', 'tidak mau', 'yang', 'dekat', 'warung', 'itu', 'yang', 'resmi', 'setelah', 'itu', 'parkir', 'harus', 'bayar', 'per', 'orang', 'bukan', 'per', 'mobil', 'semoga', 'bukit', 'jaddih', 'bisa', 'dikelola', 'dengan', 'baik', 'agar', 'lebih', 'bagus', 'terawat', 'dan', 'terbebas', 'dari', 'pungli', 'pak', 'tidak mau', 'dan', 'ibu', 'tidak mau']"
berlokasi di pulau madura akses jalan terjal dan berdebu namun sebelum memasuki daerah objek wisata jalan sudah beraspal yang beberapa,setahun lalu,Positif,bukit jaddih,"['berlokasi', 'di', 'pulau', 'madura', 'akses', 'jalan', 'terjal', 'dan', 'berdebu', 'namun', 'sebelum', 'memasuki', 'daerah', 'objek', 'wisata', 'jalan', 'sudah', 'beraspal', 'yang', 'beberapa']","['berlokasi', 'di', 'pulau', 'madura', 'akses', 'jalan', 'terjal', 'dan', 'berdebu', 'namun', 'sebelum', 'memasuki', 'daerah', 'objek', 'wisata', 'jalan', 'sudah', 'beraspal', 'yang', 'beberapa']","['berlokasi', 'di', 'pulau', 'madura', 'akses', 'jalan', 'terjal', 'dan', 'berdebu', 'namun', 'sebelum', 'memasuki', 'daerah', 'objek', 'wisata', 'jalan', 'sudah', 'beraspal', 'yang', 'beberapa']"
salah satu wisata bukit kapur terbaik di jawa timur sangat cocok untuk berfoto selfie bersama keluarga dan teman mantapp,3 tahun lalu,Positif,bukit jaddih,"['salah', 'satu', 'wisata', 'bukit', 'kapur', 'terbaik', 'di', 'jawa', 'timur', 'sangat', 'cocok', 'untuk', 'berfoto', 'selfie', 'bersama', 'keluarga', 'dan', 'teman', 'mantapp']","['salah', 'satu', 'wisata', 'bukit', 'kapur', 'terbaik', 'di', 'jawa', 'timur', 'sangat', 'cocok', 'untuk', 'berfoto', 'selfie', 'bersama', 'keluarga', 'dan', 'teman', 'mantapp']","['salah', 'satu', 'wisata', 'bukit', 'kapur', 'terbaik', 'di', 'jawa', 'timur', 'sangat', 'cocok', 'untuk', 'berfoto', 'selfie', 'bersama', 'keluarga', 'dan', 'teman', 'mantapp']"
pemandangan indah sekali tapi jalanan menuju lokasi masih kurang memadai tiket masuk mobil rb tiket per orang rb,setahun lalu,Negatif,bukit jaddih,"['pemandangan', 'indah', 'sekali', 'tapi', 'jalanan', 'menuju', 'lokasi', 'masih', 'kurang', 'memadai', 'tiket', 'masuk', 'mobil', 'rb', 'tiket', 'per', 'orang', 'rb']","['pemandangan', 'indah', 'sekali', 'tapi', 'jalanan', 'menuju', 'lokasi', 'masih', 'kurang', 'memadai', 'tiket', 'masuk', 'mobil', 'rb', 'tiket', 'per', 'orang', 'rb']","['pemandangan', 'indah', 'sekali', 'tapi', 'jalanan', 'menuju', 'lokasi', 'masih', 'kurang', 'memadai', 'tiket', 'masuk', 'mobil', 'rb', 'tiket', 'per', 'orang', 'rb']"
tambang kapur di daerah bangkalan suramadu yang masih aktif dan digunakan juga sebagai tempat wisata goa dikarenakan penambang membentuk pola jalur goa di dalam tambang cocok untuk offroad juga lokasinya,4 tahun lalu,Negatif,bukit jaddih,"['tambang', 'kapur', 'di', 'daerah', 'bangkalan', 'suramadu', 'yang', 'masih', 'aktif', 'dan', 'digunakan', 'juga', 'sebagai', 'tempat', 'wisata', 'goa', 'dikarenakan', 'penambang', 'membentuk', 'pola', 'jalur', 'goa', 'di', 'dalam', 'tambang', 'cocok', 'untuk', 'offroad', 'juga', 'lokasinya']","['tambang', 'kapur', 'di', 'daerah', 'bangkalan', 'suramadu', 'yang', 'masih', 'aktif', 'dan', 'digunakan', 'juga', 'sebagai', 'tempat', 'wisata', 'goa', 'dikarenakan', 'penambang', 'membentuk', 'pola', 'jalur', 'goa', 'di', 'dalam', 'tambang', 'cocok', 'untuk', 'offroad', 'juga', 'lokasinya']","['tambang', 'kapur', 'di', 'daerah', 'bangkalan', 'suramadu', 'yang', 'masih', 'aktif', 'dan', 'digunakan', 'juga', 'sebagai', 'tempat', 'wisata', 'goa', 'dikarenakan', 'penambang', 'membentuk', 'pola', 'jalur', 'goa', 'di', 'dalam', 'tambang', 'cocok', 'untuk', 'offroad', 'juga', 'lokasinya']"
tempatnya sangat amazingdisarankan untuk datang pagi haridi semua sudut adalah spot fotoakses jalan masuk offroadbanyak gua,setahun lalu,Positif,bukit jaddih,"['tempatnya', 'sangat', 'amazingdisarankan', 'untuk', 'datang', 'pagi', 'haridi', 'semua', 'sudut', 'adalah', 'spot', 'fotoakses', 'jalan', 'masuk', 'offroadbanyak', 'gua']","['tempatnya', 'sangat', 'amazingdisarankan', 'untuk', 'datang', 'pagi', 'haridi', 'semua', 'sudut', 'adalah', 'spot', 'fotoakses', 'jalan', 'masuk', 'offroadbanyak', 'saya']","['tempatnya', 'sangat', 'amazingdisarankan', 'untuk', 'datang', 'pagi', 'haridi', 'semua', 'sudut', 'adalah', 'spot', 'fotoakses', 'jalan', 'masuk', 'offroadbanyak', 'saya']"
bukan tempat wisata ideal hanya sisa foto aja yg cakep ga ada pengelolaan yg baik hanya tukang karcis kl dilewatin pasti ngejar,4 tahun lalu,Positif,bukit jaddih,"['bukan', 'tempat', 'wisata', 'ideal', 'hanya', 'sisa', 'foto', 'aja', 'yg', 'cakep', 'ga', 'ada', 'pengelolaan', 'yg', 'baik', 'hanya', 'tukang', 'karcis', 'kl', 'dilewatin', 'pasti', 'ngejar']","['bukan', 'tempat', 'wisata', 'ideal', 'hanya', 'sisa', 'foto', 'saja', 'yang', 'cakep', 'tidak', 'ada', 'pengelolaan', 'yang', 'baik', 'hanya', 'tukang', 'karcis', 'kalau', 'dilewatin', 'pasti', 'ngejar']","['bukan', 'tempat', 'wisata', 'ideal', 'hanya', 'sisa', 'foto', 'saja', 'yang', 'cakep', 'tidak', 'ada', 'pengelolaan', 'yang', 'baik', 'hanya', 'tukang', 'karcis', 'kalau', 'dilewatin', 'pasti', 'ngejar']"
kalau siang panas banget,setahun lalu,Negatif,bukit jaddih,"['kalau', 'siang', 'panas', 'banget']","['kalau', 'siang', 'panas', 'banget']","['kalau', 'siang', 'panas', 'banget']"
bagus termasuk wisata khusus bukit kapur sangat disarankan kesana saat setelah musim hujan karena danaunya akan ada airnya kalau musim kemarau danau akan kering ada goa goa kapur yang dibuat ornamen bagus untuk berfoto ria kalau,2 tahun lalu,Positif,bukit jaddih,"['bagus', 'termasuk', 'wisata', 'khusus', 'bukit', 'kapur', 'sangat', 'disarankan', 'kesana', 'saat', 'setelah', 'musim', 'hujan', 'karena', 'danaunya', 'akan', 'ada', 'airnya', 'kalau', 'musim', 'kemarau', 'danau', 'akan', 'kering', 'ada', 'goa', 'goa', 'kapur', 'yang', 'dibuat', 'ornamen', 'bagus', 'untuk', 'berfoto', 'ria', 'kalau']","['bagus', 'termasuk', 'wisata', 'khusus', 'bukit', 'kapur', 'sangat', 'disarankan', 'kesana', 'saat', 'setelah', 'musim', 'hujan', 'karena', 'danaunya', 'akan', 'ada', 'airnya', 'kalau', 'musim', 'kemarau', 'danau', 'akan', 'kering', 'ada', 'goa', 'goa', 'kapur', 'yang', 'dibuat', 'ornamen', 'bagus', 'untuk', 'berfoto', 'ria', 'kalau']","['bagus', 'termasuk', 'wisata', 'khusus', 'bukit', 'kapur', 'sangat', 'disarankan', 'kesana', 'saat', 'setelah', 'musim', 'hujan', 'karena', 'danaunya', 'akan', 'ada', 'airnya', 'kalau', 'musim', 'kemarau', 'danau', 'akan', 'kering', 'ada', 'goa', 'goa', 'kapur', 'yang', 'dibuat', 'ornamen', 'bagus', 'untuk', 'berfoto', 'ria', 'kalau']"
masih alam banget banyak truk ambil batu kapur tempat nya luas,setahun lalu,Negatif,bukit jaddih,"['masih', 'alam', 'banget', 'banyak', 'truk', 'ambil', 'batu', 'kapur', 'tempat', 'nya', 'luas']","['masih', 'alam', 'banget', 'banyak', 'truk', 'ambil', 'batu', 'kapur', 'tempat', 'nya', 'luas']","['masih', 'alam', 'banget', 'banyak', 'truk', 'ambil', 'batu', 'kapur', 'tempat', 'nya', 'luas']"
tempat berteduhnya minim cuma di warungwarung masuk banyak pungli,4 tahun lalu,Negatif,bukit jaddih,"['tempat', 'berteduhnya', 'minim', 'cuma', 'di', 'warungwarung', 'masuk', 'banyak', 'pungli']","['tempat', 'berteduhnya', 'minim', 'cuma', 'di', 'warungwarung', 'masuk', 'banyak', 'pungli']","['tempat', 'berteduhnya', 'minim', 'cuma', 'di', 'warungwarung', 'masuk', 'banyak', 'pungli']"
tempat penghilang penat dari kesibukan dikantor yg bersahabat dgn dompet hanya akses dr jalan raya yg perkampungan msh sempit all around very nice,3 tahun lalu,Positif,bukit jaddih,"['tempat', 'penghilang', 'penat', 'dari', 'kesibukan', 'dikantor', 'yg', 'bersahabat', 'dgn', 'dompet', 'hanya', 'akses', 'dr', 'jalan', 'raya', 'yg', 'perkampungan', 'msh', 'sempit', 'all', 'around', 'very', 'nice']","['tempat', 'penghilang', 'penat', 'dari', 'kesibukan', 'dikantor', 'yang', 'bersahabat', 'dengan', 'dompet', 'hanya', 'akses', 'dari', 'jalan', 'raya', 'yang', 'perkampungan', 'masih', 'sempit', 'all', 'around', 'very', 'bagus']","['tempat', 'penghilang', 'penat', 'dari', 'kesibukan', 'dikantor', 'yang', 'bersahabat', 'dengan', 'dompet', 'hanya', 'akses', 'dari', 'jalan', 'raya', 'yang', 'perkampungan', 'masih', 'sempit', 'all', 'around', 'very', 'bagus']"
banyak view foto keren di wilayah sini cocok bagi kalian yg lg hunting tempat buat prewedding outdoor,setahun lalu,Positif,bukit jaddih,"['banyak', 'view', 'foto', 'keren', 'di', 'wilayah', 'sini', 'cocok', 'bagi', 'kalian', 'yg', 'lg', 'hunting', 'tempat', 'buat', 'prewedding', 'outdoor']","['banyak', 'view', 'foto', 'keren', 'di', 'wilayah', 'sini', 'cocok', 'bagi', 'kalian', 'yang', 'lagi', 'hunting', 'tempat', 'buat', 'prewedding', 'outdoor']","['banyak', 'view', 'foto', 'keren', 'di', 'wilayah', 'sini', 'cocok', 'bagi', 'kalian', 'yang', 'lagi', 'hunting', 'tempat', 'buat', 'prewedding', 'outdoor']"
akses jalannya saja perlu diperbaiki,setahun lalu,Negatif,bukit jaddih,"['akses', 'jalannya', 'saja', 'perlu', 'diperbaiki']","['akses', 'jalannya', 'saja', 'perlu', 'diperbaiki']","['akses', 'jalannya', 'saja', 'perlu', 'diperbaiki']"
meskipun sdh sepi tpi klo di sore hari asyik dong,3 tahun lalu,Positif,bukit jaddih,"['meskipun', 'sdh', 'sepi', 'tpi', 'klo', 'di', 'sore', 'hari', 'asyik', 'dong']","['meskipun', 'sudah', 'sepi', 'tapi', 'kalau', 'di', 'sore', 'hari', 'asyik', 'dong']","['meskipun', 'sudah', 'sepi', 'tapi', 'kalau', 'di', 'sore', 'hari', 'asyik', 'dong']"
panas debu banyak harus pake masker,setahun lalu,Negatif,bukit jaddih,"['panas', 'debu', 'banyak', 'harus', 'pake', 'masker']","['panas', 'debu', 'banyak', 'harus', 'pakai', 'masker']","['panas', 'debu', 'banyak', 'harus', 'pakai', 'masker']"
jalan menuju bukit jaddhih goyang pas naik bis,setahun lalu,Negatif,bukit jaddih,"['jalan', 'menuju', 'bukit', 'jaddhih', 'goyang', 'pas', 'naik', 'bis']","['jalan', 'menuju', 'bukit', 'jaddhih', 'goyang', 'pas', 'naik', 'bis']","['jalan', 'menuju', 'bukit', 'jaddhih', 'goyang', 'pas', 'naik', 'bis']"
jalanan menuju tkp berdebu dan rusaktaman wisata kurang terawat cuaca panas terik,setahun lalu,Negatif,bukit jaddih,"['jalanan', 'menuju', 'tkp', 'berdebu', 'dan', 'rusaktaman', 'wisata', 'kurang', 'terawat', 'cuaca', 'panas', 'terik']","['jalanan', 'menuju', 'tkp', 'berdebu', 'dan', 'rusaktaman', 'wisata', 'kurang', 'terawat', 'cuaca', 'panas', 'terik']","['jalanan', 'menuju', 'tkp', 'berdebu', 'dan', 'rusaktaman', 'wisata', 'kurang', 'terawat', 'cuaca', 'panas', 'terik']"
klo kesana mending pake jasa guide jd bisa ngarahin spot yg bagus utk foto biar potonya keren,4 tahun lalu,Negatif,bukit jaddih,"['klo', 'kesana', 'mending', 'pake', 'jasa', 'guide', 'jd', 'bisa', 'ngarahin', 'spot', 'yg', 'bagus', 'utk', 'foto', 'biar', 'potonya', 'keren']","['kalau', 'kesana', 'lebih baik', 'pakai', 'jasa', 'guide', 'jadi', 'bisa', 'ngarahin', 'spot', 'yang', 'bagus', 'untuk', 'foto', 'biar', 'potonya', 'keren']","['kalau', 'kesana', 'lebih baik', 'pakai', 'jasa', 'guide', 'jadi', 'bisa', 'ngarahin', 'spot', 'yang', 'bagus', 'untuk', 'foto', 'biar', 'potonya', 'keren']"
